,Created_time,Favourite_counts,Retweets_counts,Content
743,2017-05-15 17:00:42+00:00,7,3,@WineCheeseFri  @winemktmonday Writer content@vivino.com or say hi on Twitter! #winemktmonday
744,2017-05-15 16:59:58+00:00,3,2,@VikiBennett You can follow users who are fans and like and respond to their reviews. #winemktmonday
745,2017-05-15 16:58:15+00:00,7,3,@exowinetravel Great feedback! #winemktmonday
746,2017-05-15 16:57:50+00:00,3,3,"@_drazzari  @insatiablevine @JessycaLewis Free for all! For merchant partners, we take a commission from sales. #winemktmonday"
747,2017-05-15 16:57:10+00:00,3,0,@insatiablevine No shame in the latergram game! #winemktmonday
748,2017-05-15 16:55:07+00:00,7,4,"@VikiBennett Right now, all regular accounts are ""personal""; if you're a wine merchant, you can become a selling partner. #winemktmonday"
749,2017-05-15 16:53:15+00:00,5,3,"@insatiablevine If you have tasting notes, you can enter wines manually without a new photo to include your taste library. #winemktmonday"
750,2017-05-15 16:52:24+00:00,4,3,"@winemktmonday A5 If you have a content pitch you think is perfect for Vivino, write content@vivino.com or say hi on Twitter! #winemktmonday"
751,2017-05-15 16:51:40+00:00,6,5,@winemktmonday Vivino has 24mil users globally and we are always looking for great content partners educate and entertain. #winemktmonday
752,2017-05-15 16:49:37+00:00,2,0,@_drazzari @WineCheeseFri @insatiablevine @GaragisteFest We adore attending events like this whenever we get invites!
753,2017-05-15 16:47:48+00:00,4,0,@VikiBennett @insatiablevine  @_drazzari So do we all!  #winemktmonday
754,2017-05-15 16:46:56+00:00,9,3,@JessycaLewis  @exowinetravel And we have a ton of travel-related content about some of the world's most exciting regions. #winemktmonday
755,2017-05-15 16:44:20+00:00,9,4,@exowinetravel @JessycaLewis Vivino is PERFECT for wine travelers! It's the best way to remember what you drank on a trip. #winemktmonday
756,2017-05-15 16:43:19+00:00,5,4,@winemktmonday  A4 We're here to help at every stage. Merchants get up and running in the Market in less than 2 weeks #winemktmonday
757,2017-05-15 16:42:23+00:00,4,4,"@winemktmonday  A4 it's easy for merchant partners, too. We work with merchants big and small, with different tech skills. #winemktmonday"
758,2017-05-15 16:41:31+00:00,6,6,"@winemktmonday A4 Using the Vivino app is as easy as snapping a photo. Just download onto your phone and get started!
 #winemktmonday"
759,2017-05-15 16:40:52+00:00,5,3,"@_drazzari To enter what you're drinking into your profile, the app is best. To shop for wine, app or website are great! #winemktmonday"
760,2017-05-15 16:32:58+00:00,5,4,"@winemktmonday  A3 You'll see wine drinking trends up close, connect with influential wine lovers, and spread your brand. #winemktmonday"
761,2017-05-15 16:31:31+00:00,4,3,@winemktmonday  A3 of course the biggest benefit is tracking/rating what you drink. It also lets you see connect with fans. #winemktmonday
762,2017-05-15 16:30:24+00:00,1,1,@memathews Through content partnerships https://t.co/K55yyle01Y or by selling through https://t.co/paRKfVyKqI #winemktmonday
763,2017-05-15 16:29:34+00:00,1,0,"@avinawinetools We love to partner with other brands, particularly for content. Write content@vivino.com! #winemktmonday"
764,2017-05-15 16:26:16+00:00,9,5,"@WineCheeseFri And with Vivino Market, you can now buy the wines you love directly (and very easily) through the app. #winemktmonday"
765,2017-05-15 16:23:48+00:00,9,6,@_drazzari  @insatiablevine @winemktmonday @JessycaLewis Exactly! Some users have 1000s of followers. Talk about influence! #winemktmonday
